%"Collected By Brett Hamlin Oct 05, 2009, Houghton, MI"			
%Latitude	Longitude	Elivation (m)	Distrnce (m)
47.106561	-88.55183	297.995	4419.156
47.106615	-88.551976	297.475	4432.81
47.10674	-88.552024	294.714	4447.07
47.10684	-88.5521	295.615	4459.792
47.107041	-88.552157	295.444	4482.658
47.107144	-88.552221	295.415	4495.102
47.107268	-88.552312	294.064	4510.454
47.107326	-88.552368	293.154	4518.221
47.107301	-88.552429	292.694	4525.215
47.107286	-88.552415	291.994	4527.216
47.107216	-88.552355	289.473	4536.286
47.107232	-88.552292	289.854	4543.884
47.107278	-88.552322	290.364	4551.956
47.107266	-88.552277	289.914	4555.718
47.107248	-88.552283	289.323	4558.112
47.107306	-88.552397	286.243	4558.65
47.10735	-88.552568	287.104	4572.594
47.107415	-88.552657	286.584	4582.527
47.107558	-88.552825	285.924	4602.894
47.107668	-88.552844	286.564	4615.504
47.107797	-88.552819	287.754	4629.927
47.107944	-88.552785	288.594	4646.413
47.108031	-88.552819	288.864	4656.377
47.108072	-88.552957	290.434	4668.787
47.10808	-88.553158	291.714	4684.297
47.108162	-88.553268	293.834	4696.6
47.108247	-88.553226	294.855	4706.765
47.108251	-88.553149	293.945	4712.479
47.108319	-88.55315	295.365	4721.975
47.108394	-88.553247	297.055	4733.054
47.108424	-88.553197	296.825	4738.716
47.108434	-88.553106	296.254	4746.32
47.10841	-88.553018	293.933	4754.324
47.108407	-88.552937	294.554	4760.734
47.108483	-88.552901	294.435	4769.607
47.108603	-88.55283	294.336	4784.037
47.10867	-88.55292	295.165	4794.803
47.108766	-88.552953	295.134	4805.594
47.108892	-88.553157	296.074	4826.567
47.108988	-88.553373	297.125	4846.131
47.109077	-88.553514	299.586	4860.852
47.109193	-88.55356	298.695	4874.287
47.109238	-88.553464	297.454	4883.089
47.10936	-88.553365	296.534	4898.962
47.109523	-88.553357	294.553	4917.52
47.109605	-88.553349	293.923	4926.656
47.109864	-88.553361	292.754	4956.547
47.110006	-88.553525	292.874	4976.972
47.109958	-88.553703	294.085	4991.57
47.109945	-88.553829	294.124	5001.163
47.109959	-88.553974	295.085	5012.343
47.109982	-88.554084	295.204	5021.071
47.110075	-88.554286	293.503	5039.641
47.110102	-88.554341	291.913	5044.773
47.110182	-88.554624	287.492	5068.295
47.11019	-88.554811	285.182	5083.032
47.110162	-88.554887	285.874	5089.569
47.110076	-88.555022	289.276	5103.746
47.109995	-88.555122	290.675	5115.58
47.109828	-88.555179	292.506	5134.577
47.109668	-88.555214	292.034	5152.62
47.109529	-88.555179	290.363	5168.313
47.109386	-88.555197	289.973	5184.313
47.109286	-88.555168	290.003	5195.841
47.109182	-88.555046	290.304	5210.699
47.109062	-88.554956	290.594	5225.714
47.108948	-88.554872	291.774	5239.87
47.108885	-88.554754	291.153	5251.618
47.108906	-88.554611	291.144	5263.069
47.108932	-88.554541	290.824	5269.117
47.108891	-88.554345	290.003	5284.83
47.108801	-88.554198	290.823	5299.976
47.108715	-88.554102	290.803	5312.321
47.108551	-88.554091	291.023	5330.729
47.1084	-88.554116	291.824	5347.581
47.108344	-88.5541	292.034	5353.853
47.108292	-88.553916	292.944	5369.204
47.108258	-88.553828	292.754	5376.907
47.108182	-88.553813	292.904	5386.264
47.108104	-88.553862	294.225	5395.855
47.107924	-88.553847	294.103	5415.913
47.107743	-88.553811	294.054	5436.26
47.107613	-88.55375	292.823	5451.909
47.107582	-88.553753	292.983	5455.32
47.107489	-88.55375	293.944	5465.67
47.107455	-88.553635	294.644	5475.517
47.107426	-88.553502	294.884	5486.086
47.107338	-88.553269	295.764	5506.811
47.107299	-88.553143	296.304	5517.616
47.107286	-88.553011	295.193	5527.824
47.107202	-88.552898	293.483	5540.576
47.107097	-88.552922	293.223	5554.185
47.107112	-88.553095	292.393	5568.081
47.10719	-88.553204	292.784	5580.476
47.107171	-88.553376	293.594	5594.011
47.10713	-88.553477	293.934	5602.855
47.107153	-88.553536	294.975	5607.878
47.107255	-88.553756	298.605	5628.072
47.107329	-88.553847	299.205	5638.801
47.107396	-88.554051	301.026	5656.129
47.107476	-88.554209	300.034	5671.19
47.107457	-88.554393	298.693	5685.755
47.107352	-88.554547	297.663	5702.236
47.107302	-88.554666	296.843	5712.883
47.107282	-88.554883	299.973	5729.305
47.107301	-88.555037	301.434	5740.973
47.107307	-88.5552	302.084	5753.478
47.107273	-88.555383	299.393	5767.961
47.107225	-88.55557	300.274	5783.047
47.107189	-88.555758	300.234	5797.706
47.107116	-88.555857	299.123	5809.707
47.107088	-88.555867	298.743	5812.867
47.106939	-88.555945	298.563	5830.438
47.106856	-88.55603	302.005	5841.367
47.106983	-88.556044	304.236	5855.515
47.107096	-88.556067	304.104	5868.227
47.107137	-88.556059	303.444	5872.816
47.107345	-88.555918	301.342	5898.624
47.107539	-88.555692	300.883	5926.144
47.107575	-88.555624	301.004	5932.664
47.107725	-88.555606	300.843	5949.62
47.10793	-88.555543	302.235	5973.006
47.108004	-88.555532	301.934	5981.364
47.108081	-88.555694	302.664	5996.368
47.108098	-88.555712	303.215	5998.693
47.1082	-88.555873	303.374	6015.418
47.108365	-88.55594	303.844	6034.424
47.108445	-88.556014	302.953	6045.253
47.108466	-88.556054	303.092	6049.043
47.108579	-88.556245	299.471	6068.184
47.108592	-88.556339	297.241	6075.257
47.10853	-88.556473	295.421	6087.93
47.108508	-88.556499	295.141	6090.804
47.108415	-88.556494	297.513	6101.146
47.108218	-88.556473	296.243	6123.093
47.108086	-88.556459	297.004	6137.888
47.108049	-88.556362	297.374	6147.02
47.108009	-88.556347	297.823	6151.736
47.107882	-88.55634	299.214	6165.911
47.107804	-88.556275	299.694	6175.936
47.107618	-88.556307	300.603	6196.531
47.107541	-88.556418	300.943	6208.581
47.107449	-88.556447	300.883	6219.014
47.107408	-88.55642	301.033	6223.994
47.10731	-88.556279	301.354	6239.312
47.107274	-88.556213	300.853	6245.726
47.107196	-88.556229	301.743	6255.203
47.107085	-88.55634	301.773	6270.214
47.107056	-88.556351	302.343	6273.536
47.106953	-88.556352	303.754	6285.747
47.106891	-88.556272	304.684	6294.826
47.106867	-88.556181	305.044	6302.099
47.106775	-88.55601	305.594	6318.732
47.106774	-88.555883	305.413	6328.297
47.106712	-88.555632	304.713	6348.653
47.106724	-88.555575	304.182	6353.123
47.106762	-88.555457	303.192	6363.045
47.106862	-88.555244	304.553	6382.614
47.106855	-88.554979	303.603	6402.993
47.106822	-88.554834	302.323	6414.627
47.106743	-88.554651	302.283	6431.643
47.106795	-88.554508	302.483	6443.915
47.106865	-88.554277	298.991	6463.024
47.106866	-88.55423	298.241	6466.553
47.106819	-88.553929	295.661	6490.082
47.106906	-88.553638	295.812	6514.039
47.106866	-88.553539	297.422	6523.969
