%"Collected By Brett Hamlin Spt 23, 2009, Houghton, MI"			
%Latitude	Longitude	Elivation (m)	Distrnce (m)
47.105881	-88.550233	297.185	9542.131
47.10599	-88.55003	295.262	9561.736
47.106007	-88.549824	296.704	9577.688
47.106017	-88.549762	295.743	9582.535
47.106025	-88.549517	295.262	9601.621
47.106033	-88.549418	293.82	9609.091
47.10622	-88.549431	289.014	9630.987
47.106267	-88.549473	289.014	9637.066
47.106308	-88.549502	289.975	9642.104
47.106347	-88.549597	291.417	9650.436
47.106418	-88.549838	294.301	9670.33
47.106435	-88.54991	294.781	9676.124
47.106411	-88.550013	295.743	9684.16
47.106335	-88.550126	294.301	9695.899
47.106394	-88.550169	293.339	9703.312
47.106468	-88.550383	290.936	9721.586
47.106533	-88.550623	288.533	9741.128
47.10656	-88.550796	288.533	9754.739
47.106539	-88.551036	289.014	9773.349
47.106463	-88.55128	288.533	9793.213
47.106388	-88.55145	288.052	9807.456
47.10632	-88.551541	286.61	9817.242
47.106314	-88.55158	286.13	9819.262
47.106416	-88.551664	288.052	9832.33
47.106533	-88.551793	289.014	9849.024
47.106582	-88.55205	290.936	9868.974
47.106725	-88.552111	289.494	9885.436
47.10689	-88.552196	288.533	9905.077
47.107019	-88.552226	287.571	9919.521
47.107136	-88.552284	288.533	9933.311
47.107259	-88.552328	289.494	9947.432
47.107326	-88.552338	289.014	9954.779
47.107363	-88.552188	289.014	9968.241
47.107361	-88.552157	289.494	9970.579
47.107375	-88.551954	291.417	9986.241
47.107378	-88.551769	291.897	10000.338
47.107368	-88.551591	296.704	10013.797
47.107369	-88.551415	297.185	10027.125
47.107425	-88.551213	294.301	10044.009
47.107522	-88.551063	291.417	10059.664
47.107642	-88.550939	288.533	10076.093
47.107762	-88.550938	287.571	10089.498
47.107825	-88.55093	287.571	10097.658
47.107844	-88.550951	287.091	10102.568
47.107915	-88.55102	280.842	10114.481
